DATE,VIX,New_Stock_Price,LCR,Net_income,Cost_income_ratio,ROE,CET1_ratio,CDS_Spread
2022-10-13,31.94,4.53,153.09,-3655.21,112.93,-32.26,12.7,337.47
2022-10-14,32.02,4.39,153.58,-3649.2,113.7,-32.06,12.81,337.47
2022-10-15,32.02,4.39,151.31,-3602.5,113.74,-32.06,12.81,337.47
2022-10-16,32.02,4.39,152.0,-3602.25,114.31,-31.62,12.83,337.47
2022-10-17,31.37,4.55,153.03,-3524.65,114.41,-31.28,12.9,322.12
2022-10-18,30.5,4.71,152.93,-3515.63,115.26,-31.02,12.93,274.85
2022-10-19,30.76,4.58,151.8,-3524.24,114.42,-31.01,12.92,259.1
2022-10-20,29.98,4.54,151.26,-3465.93,115.42,-30.3,12.99,260.1
2022-10-21,29.69,4.72,152.45,-3421.82,116.14,-30.27,12.98,271.79
2022-10-22,29.69,4.72,152.52,-3409.17,116.63,-29.99,12.94,271.79
2022-10-23,29.69,4.72,150.6,-3379.31,117.51,-29.68,12.95,271.79
2022-10-24,29.85,4.74,150.46,-3369.74,116.85,-29.64,13.01,260.42
2022-10-25,28.46,4.84,151.46,-3304.91,118.22,-29.17,13.04,266.26
2022-10-26,27.28,4.79,151.66,-3300.71,117.43,-29.07,13.11,255.22
2022-10-27,27.39,3.83,150.83,-3302.42,118.86,-28.91,13.12,270.56
2022-10-28,25.75,3.93,151.48,-3237.71,118.95,-28.4,13.02,259.16
2022-10-29,25.75,3.93,150.3,-3181.72,118.37,-27.99,13.07,259.16
2022-10-30,25.75,3.93,149.11,-3180.61,119.39,-27.87,13.13,259.16
2022-10-31,25.88,4.12,150.3,-3109.04,119.56,-27.59,13.17,269.56
2022-11-01,25.81,4.16,150.57,-3106.74,120.29,-27.59,13.18,259.72
2022-11-02,25.86,4.08,150.2,-3079.85,120.19,-27.53,13.13,260.32
2022-11-03,25.3,4.02,149.41,-3060.57,120.5,-26.74,13.08,274.63
2022-11-04,24.55,4.24,148.8,-3030.65,121.77,-26.39,13.11,325.13
2022-11-05,24.55,4.24,149.69,-3005.88,121.34,-26.23,13.2,325.13
2022-11-06,24.55,4.24,150.67,-2977.96,122.2,-26.31,13.22,325.13
2022-11-07,24.35,4.12,150.84,-2932.44,121.99,-26.2,13.15,319.41
2022-11-08,25.54,4.18,150.68,-2933.32,123.38,-25.94,13.24,319.41
2022-11-09,26.09,4.01,149.02,-2907.44,122.47,-25.8,13.29,319.69
2022-11-10,23.53,4.3,148.66,-2879.69,122.86,-25.27,13.2,338.66
2022-11-11,22.52,4.63,149.82,-2787.07,124.38,-24.71,13.35,299.45
2022-11-12,22.52,4.63,149.82,-2788.92,123.68,-24.78,13.28,299.45
2022-11-13,22.52,4.63,149.53,-2764.77,125.15,-24.45,13.4,299.45
2022-11-14,23.73,4.5,147.56,-2763.54,125.12,-24.01,13.3,299.23
2022-11-15,24.54,4.51,148.33,-2700.93,124.92,-24.07,13.29,294.2
2022-11-16,24.11,4.39,148.87,-2687.14,124.38,-23.39,13.34,294.45
2022-11-17,23.93,4.39,149.16,-2651.77,125.71,-23.15,13.38,319.31
2022-11-18,23.12,4.25,149.26,-2647.08,126.14,-23.27,13.37,339.23
2022-11-19,23.12,4.25,148.68,-2595.44,127.08,-23.1,13.4,339.23
2022-11-20,23.12,4.25,148.71,-2578.52,127.67,-22.63,13.45,339.23
2022-11-21,22.36,4.15,148.41,-2556.7,126.79,-22.56,13.44,329.33
2022-11-22,21.29,4.09,148.77,-2497.75,127.96,-22.46,13.46,324.65
2022-11-23,20.35,3.83,148.37,-2514.86,128.3,-21.77,13.37,324.85
2022-11-24,20.42,3.83,148.07,-2443.75,128.83,-21.53,13.52,333.9
2022-11-25,20.5,3.59,147.71,-2412.63,128.88,-21.47,13.51,329.16
2022-11-26,20.5,3.59,147.87,-2415.47,127.92,-21.47,13.63,329.16
2022-11-27,20.5,3.59,148.07,-2385.57,129.25,-21.22,13.49,329.16
2022-11-28,22.21,3.37,147.79,-2344.81,129.06,-20.73,13.45,348.78
2022-11-29,21.89,3.29,147.77,-2305.92,129.94,-20.59,13.62,406.02
2022-11-30,20.58,3.28,148.4,-2285.99,130.94,-20.31,13.62,411.54
2022-12-01,19.84,3.09,147.47,-2245.45,130.94,-19.82,13.55,411.24
2022-12-02,19.06,3.38,146.65,-2189.93,131.76,-19.62,13.53,433.05
2022-12-03,19.06,3.38,147.72,-2207.02,131.68,-19.26,13.74,433.05
2022-12-04,19.06,3.38,145.88,-2202.67,131.15,-19.43,13.75,433.05
2022-12-05,20.75,3.34,145.99,-2122.71,130.85,-19.06,13.52,413.26
2022-12-06,22.17,3.22,146.98,-2076.71,132.66,-18.62,13.66,397.86
2022-12-07,22.68,3.17,147.01,-2074.03,132.82,-18.42,13.81,398.14
2022-12-08,22.29,3.32,145.54,-2075.19,132.77,-17.98,13.7,403.18
2022-12-09,22.83,3.37,146.1,-2027.04,132.74,-17.93,13.71,417.91
2022-12-10,22.83,3.37,145.82,-2018.4,133.62,-17.42,13.74,417.91
2022-12-11,22.83,3.37,145.8,-1954.16,134.28,-17.4,13.7,417.91
2022-12-12,25.0,3.4,146.79,-1965.68,135.1,-17.06,13.68,413.69
2022-12-13,22.55,3.38,146.5,-1915.77,135.21,-17.06,13.87,411.6
2022-12-14,21.14,3.15,145.83,-1901.27,136.34,-16.75,13.71,382.81
2022-12-15,22.83,3.07,145.32,-1849.75,135.26,-16.34,13.85,382.22
2022-12-16,22.62,3.08,144.59,-1830.99,136.66,-15.96,13.91,389.06
2022-12-17,22.62,3.08,146.62,-1791.33,136.57,-15.87,13.78,389.06
2022-12-18,22.62,3.08,145.87,-1765.73,137.29,-15.76,13.83,389.06
2022-12-19,22.42,3.02,144.76,-1757.38,137.03,-15.26,13.98,402.21
2022-12-20,21.48,2.99,145.75,-1696.13,138.21,-15.64,13.95,397.26
2022-12-21,20.07,3.12,145.03,-1681.05,138.15,-15.25,13.9,397.51
2022-12-22,21.97,3.09,144.76,-1671.3,137.98,-14.63,14.03,393.28
2022-12-23,20.87,3.1,145.2,-1577.45,138.71,-14.5,14.05,397.1
2022-12-24,20.87,3.1,144.19,-1584.34,138.94,-14.14,14.0,397.1
2022-12-25,20.87,3.1,144.39,-1568.33,139.7,-13.99,13.95,397.1
2022-12-26,20.87,3.1,144.64,-1507.99,139.16,-13.65,13.99,389.04
2022-12-27,21.65,3.14,144.05,-1470.68,140.14,-13.64,14.05,389.33
2022-12-28,22.14,3.02,144.84,-1482.05,140.73,-13.15,14.04,389.29
2022-12-29,21.44,3.12,145.66,-1443.41,140.9,-12.82,14.13,381.6
2022-12-30,21.67,3.04,143.53,-1441.63,141.97,-12.53,13.99,377.51
2022-12-31,21.67,3.04,144.0,-1393.0,141.6,-12.5,14.1,377.51
